age,revenu_mensuel,anciennete_compte_mois,nb_transactions_mois,montant_moyen_transaction,taux_endettement_pct,nb_incidents_paiement_12m,montant_credit_demande,type_contrat,score_bureau_externe,utilisation_carte_pct,default
49,2409.38,78,19,23.0,49.14,0,4042.21,CDD,530,56.9,1
26,867.92,4,20,65.88,31.36,0,7434.1,CDI,657,22.43,0
27,3634.47,58,18,18.65,36.19,0,1174.78,CDD,607,43.72,1
33,2289.46,13,14,10.73,24.32,0,1799.18,CDD,672,33.91,0
38,2543.68,11,26,18.96,18.44,1,7981.63,Sans emploi,680,35.14,1
30,1298.07,6,21,22.48,23.05,0,1129.14,CDD,668,11.04,0
48,2403.26,24,20,14.65,21.15,1,1857.1,CDD,511,29.3,0
39,3009.03,27,22,40.34,13.6,0,5009.38,CDI,638,13.04,0
35,1742.4,15,19,32.02,38.27,0,4239.57,CDI,627,56.37,0
21,4446.43,1,23,63.0,6.3,0,2347.77,CDI,588,26.59,0
22,1856.88,59,18,24.06,12.74,0,6083.34,CDI,632,27.25,0
37,3028.4,93,18,52.6,55.15,0,1488.76,Indépendant,676,44.67,0
18,2074.93,13,21,23.21,7.47,0,18709.24,Indépendant,623,30.65,0
44,2364.08,23,25,14.13,12.69,0,5495.05,Indépendant,710,49.62,0
33,864.01,14,24,22.31,8.83,0,3523.86,CDI,645,8.03,0
66,2148.42,9,20,9.65,56.25,1,7732.47,CDD,690,39.24,0
57,1311.86,2,20,137.14,15.39,0,6593.22,CDI,567,56.2,0
33,1248.26,14,21,38.05,19.98,0,7050.81,CDD,715,64.02,1
34,3963.45,40,22,18.33,48.99,1,3177.96,Indépendant,713,73.85,0
44,1655.17,1,23,25.38,26.06,0,1423.57,CDI,592,70.69,0
51,1163.89,21,17,5.05,37.68,0,6972.96,CDI,694,64.12,0
19,1551.27,50,23,104.1,17.4,0,6182.73,CDI,734,31.21,0
18,1019.43,6,19,96.46,12.13,0,6105.67,CDI,637,39.24,0
29,3451.32,5,21,37.03,38.99,0,2333.03,CDD,476,40.5,1
40,1335.05,35,24,43.68,10.78,0,6564.11,CDI,745,9.54,0
39,2305.53,7,21,12.69,29.58,1,2809.6,CDI,652,37.85,0
45,3333.65,5,22,13.42,74.73,1,7959.21,CDI,637,53.69,0
23,1456.7,11,16,9.08,31.39,0,3388.29,CDI,637,74.74,0
18,2308.34,12,24,30.04,25.11,1,1702.36,CDI,665,61.25,0
43,1150.07,49,21,77.83,20.91,0,2041.34,CDI,583,3.71,0
27,5419.79,23,18,25.27,39.25,4,2520.66,CDI,850,67.71,0
18,2764.53,12,23,44.65,33.09,0,7909.19,CDI,644,44.19,0
36,1670.87,18,29,73.0,53.9,0,3520.64,CDI,788,8.78,0
42,1289.9,73,13,9.61,40.68,0,2843.78,CDI,675,37.94,0
34,1730.49,3,15,143.41,54.84,0,18001.09,CDI,640,75.46,0
30,1564.57,6,29,83.89,56.17,0,3159.08,CDI,599,76.82,0
33,4350.36,78,20,50.82,33.32,0,1948.73,Indépendant,656,48.8,0
31,1054.07,75,19,69.96,11.6,0,14599.52,Indépendant,656,46.34,0
22,1933.57,5,17,72.56,18.31,0,2341.61,Indépendant,388,69.15,0
28,1805.91,4,23,42.78,16.92,0,1821.86,CDI,559,54.71,0
40,1727.85,13,29,103.61,35.6,1,7474.98,Indépendant,645,16.22,0
38,1734.64,1,15,23.94,19.76,0,2242.43,Sans emploi,650,40.98,0
36,1728.89,25,17,48.8,14.42,0,3094.05,Sans emploi,462,41.1,0
25,2687.56,2,16,95.35,48.34,0,4068.45,CDI,639,34.21,0
33,2388.94,1,21,5.0,25.64,0,3043.22,Indépendant,744,14.59,0
18,2194.77,16,23,47.9,29.12,0,3180.73,CDI,669,25.87,0
36,800.0,75,25,59.89,28.28,0,5229.98,CDI,680,60.49,0
48,2081.22,13,21,9.0,45.68,0,3350.36,CDD,761,73.5,1
21,870.08,10,28,42.42,38.06,0,2172.32,CDD,782,52.78,0
29,2429.06,147,15,18.35,9.31,0,3280.25,Indépendant,612,25.34,0
38,3514.41,18,14,46.39,50.74,0,7383.34,Sans emploi,798,68.88,0
47,1204.59,11,24,31.63,17.87,0,2763.62,Indépendant,524,57.94,0
30,1620.1,12,18,16.29,17.6,0,6533.26,CDI,614,83.1,0
28,1393.66,5,12,80.84,28.83,0,4136.1,CDI,810,13.51,0
18,3158.97,17,17,24.58,63.43,2,2796.88,CDI,697,60.02,0
36,1899.57,14,19,42.03,50.21,1,2435.75,Indépendant,571,65.7,1
54,3935.66,7,15,94.79,18.99,0,3700.23,CDI,581,23.29,0
37,2189.73,4,14,16.67,5.8,1,8771.86,Indépendant,679,45.23,0
34,2028.66,9,17,34.27,43.85,0,3207.09,Sans emploi,616,32.22,0
38,1876.98,17,13,23.15,28.66,0,1948.52,CDI,771,29.69,0
35,2622.35,1,21,27.55,8.68,2,2299.36,CDI,482,46.3,0
27,838.82,4,10,182.65,59.42,1,5845.23,CDI,815,6.79,0
43,1891.38,70,18,48.61,22.33,2,2427.26,CDD,683,58.6,0
37,1764.74,19,20,43.48,31.89,1,8844.86,Indépendant,519,49.26,1
35,2516.28,2,18,51.23,14.02,0,6947.18,CDD,707,21.69,0
25,1674.53,28,22,47.62,44.96,1,2234.59,Indépendant,515,54.49,0
47,1145.65,2,12,8.21,29.78,0,3429.94,Sans emploi,531,77.16,1
41,1826.72,32,15,203.81,24.97,0,7441.98,CDI,624,21.62,0
29,1123.33,33,17,10.88,7.76,0,2868.67,CDI,779,25.15,0
44,800.0,25,21,131.33,36.22,0,3679.7,CDI,569,16.36,0
30,2518.19,31,19,55.12,44.69,1,6456.29,Indépendant,745,64.55,0
27,2357.27,2,27,39.21,10.29,0,9030.7,CDD,823,23.69,0
27,2242.45,31,15,26.84,8.26,0,5404.13,CDI,683,47.59,1
18,3255.52,3,12,259.15,35.95,1,3974.43,CDI,727,91.13,1
39,1353.43,10,25,54.54,10.89,1,2900.51,Sans emploi,547,16.79,1
18,961.72,68,12,34.53,36.46,0,1695.67,CDI,676,53.93,0
23,1764.75,17,21,22.44,18.6,0,3018.89,CDD,760,53.18,0
18,1559.34,81,14,20.44,11.67,0,3044.1,CDI,697,87.13,0
34,1250.55,2,9,35.43,56.21,0,5544.79,CDD,608,69.55,1
33,1757.04,15,16,16.5,48.47,0,3280.15,Indépendant,685,21.89,1
32,1386.07,2,22,57.83,21.51,0,3697.27,Indépendant,623,68.03,0
25,802.83,24,13,20.59,2.39,0,8359.77,CDI,771,36.33,0
23,1495.53,2,20,74.5,31.92,1,3770.79,CDD,562,64.94,0
39,1096.83,5,21,73.22,50.99,0,2619.41,CDD,647,27.28,0
29,2018.91,7,13,32.62,19.2,0,1783.27,CDI,805,56.2,0
38,1358.87,33,17,53.52,8.63,0,2775.03,CDI,613,2.96,1
26,2989.28,4,25,55.65,45.23,0,2051.92,CDI,743,25.92,0
36,3723.15,44,21,10.9,45.06,0,2561.33,CDI,669,19.98,0
47,2465.14,3,17,131.23,28.96,0,19964.51,Sans emploi,749,65.39,0
40,911.64,1,20,27.9,14.46,0,3089.08,Indépendant,644,50.35,0
31,3562.85,12,15,58.55,24.43,1,4470.31,CDI,599,70.95,0
37,3676.7,92,23,59.84,10.13,3,11952.64,Indépendant,598,37.25,0
32,1836.07,3,23,5.0,29.93,2,2001.04,Indépendant,718,56.74,0
35,3284.68,3,18,20.41,13.6,2,4609.69,Sans emploi,613,30.45,0
32,1423.61,33,19,65.54,23.87,0,7108.83,CDI,806,26.85,0
33,800.0,9,14,35.75,8.88,0,4460.49,CDD,709,75.56,0
37,1297.13,30,12,58.25,29.0,0,2796.01,CDD,620,9.72,0
25,3937.37,5,16,36.6,30.6,0,5050.68,Indépendant,794,50.66,0
25,936.34,15,18,88.74,5.59,0,2131.81,Indépendant,638,65.92,0
21,1820.35,7,22,37.22,68.59,0,3233.43,CDI,482,51.52,0
19,1848.68,14,22,103.27,19.04,0,1386.75,CDD,618,42.96,0
23,1448.4,35,19,15.87,17.73,0,5176.72,Indépendant,532,24.3,1
36,1493.97,34,23,30.83,24.31,1,7658.89,CDI,680,24.98,0
26,1880.37,17,14,21.45,39.52,0,5868.39,CDI,581,70.83,0
40,1416.97,62,22,46.1,41.7,0,5313.05,CDI,725,41.05,0
35,965.61,7,15,27.41,18.82,1,3588.83,CDI,623,30.35,1
18,2004.01,7,23,28.48,15.49,1,2637.36,Indépendant,850,3.84,0
41,2938.7,23,18,19.67,41.89,0,1565.01,CDI,681,16.92,1
42,2683.37,23,10,23.79,39.26,0,2148.6,CDI,694,36.95,0
25,1268.84,1,21,33.78,10.89,0,2322.74,Sans emploi,703,59.41,0
39,1042.06,22,21,7.05,36.21,0,4685.21,Indépendant,675,47.77,0
26,1603.99,11,16,5.67,48.79,0,7359.68,CDI,762,14.16,0
36,3663.72,33,16,35.66,15.07,0,4101.46,Indépendant,680,47.75,0
23,2428.28,39,17,5.0,34.48,0,3386.22,CDI,680,54.59,0
18,2492.32,19,10,29.3,21.68,1,10807.96,Sans emploi,685,55.34,0
31,2707.76,1,8,25.39,22.16,0,4964.47,CDI,755,57.49,0
34,2196.59,24,23,51.95,6.04,1,1572.81,Indépendant,606,22.35,0
31,1921.37,33,14,20.18,11.33,0,3474.08,Sans emploi,462,48.41,0
23,2446.44,7,26,115.66,23.4,0,2783.79,CDI,677,49.05,0
31,1427.11,15,24,65.94,51.87,0,1263.28,Indépendant,706,79.9,0
37,968.89,80,24,10.48,51.42,0,7175.94,Sans emploi,562,51.3,1
34,2513.56,8,15,27.29,45.08,0,4077.95,Sans emploi,554,41.54,0
36,3162.23,6,11,111.91,33.87,0,10818.65,CDD,570,55.52,1
28,1105.74,6,13,19.78,51.97,0,7223.4,CDD,515,36.71,0
46,2626.95,19,16,32.68,25.32,0,2546.35,CDI,699,69.83,0
23,3853.05,71,8,101.68,53.25,1,4934.02,CDI,752,18.86,1
39,1818.92,22,16,22.35,30.1,1,4787.77,CDI,557,31.47,1
46,1264.17,9,17,81.68,28.38,4,3483.92,CDI,695,3.46,1
39,1923.43,24,12,16.76,13.86,0,1207.54,CDI,667,29.61,1
33,1424.34,23,14,5.0,43.51,1,6014.25,CDD,597,25.44,0
30,1382.9,22,17,88.68,34.97,2,1288.23,CDI,747,48.74,0
45,2208.79,4,19,47.93,28.45,1,1601.48,CDI,850,24.46,0
21,890.46,24,14,50.45,19.7,1,4404.77,Indépendant,535,14.32,1
25,956.24,13,19,14.54,35.93,0,1961.7,Indépendant,666,10.43,0
31,1836.48,1,18,15.47,38.92,0,2317.77,CDI,646,59.96,1
47,1802.72,18,18,83.45,25.65,0,3994.48,Indépendant,657,31.57,0
38,2122.24,107,15,41.16,51.1,1,5719.03,Indépendant,623,33.15,0
25,4202.15,10,12,31.08,20.52,0,3037.18,CDD,706,64.16,0
32,1907.62,80,25,40.45,27.16,1,9822.62,CDI,664,18.63,0
29,2377.45,2,21,110.29,28.13,0,1996.46,Sans emploi,528,60.84,0
28,1178.4,31,22,59.84,43.42,0,7702.96,CDI,645,39.03,1
44,2564.45,3,18,23.53,33.53,0,2226.32,CDD,676,37.15,0
22,1439.76,8,17,11.41,14.58,0,11325.61,Indépendant,763,40.75,0
50,1879.67,20,20,53.84,29.52,1,8797.49,Sans emploi,614,25.44,0
43,1734.46,21,10,16.58,26.25,0,4565.0,Sans emploi,664,28.14,0
45,2886.23,35,13,13.56,18.68,0,6151.95,CDI,572,67.31,0
30,1015.11,23,15,94.91,20.05,0,6740.84,CDI,774,24.98,0
33,800.0,21,16,67.2,29.48,0,3076.14,CDI,660,28.48,0
21,1655.42,58,14,45.99,20.63,0,4010.44,Sans emploi,797,32.6,0
30,2243.89,14,19,12.98,32.96,1,1607.22,CDD,633,16.14,1
39,1948.69,6,18,137.25,14.19,1,1708.38,Sans emploi,636,46.59,1
47,3154.43,4,24,75.91,13.35,0,7321.12,CDI,668,13.22,0
24,2212.92,12,28,26.88,29.49,0,3725.16,CDI,700,18.36,0
31,1415.9,30,13,22.8,53.65,0,7161.33,CDI,790,62.32,0
33,800.0,1,19,36.2,23.7,0,5585.2,CDI,780,27.69,0
21,1637.88,3,19,23.46,10.82,0,4183.74,Indépendant,580,68.16,1
40,2879.78,3,18,190.76,24.15,1,8550.57,Indépendant,625,38.65,1
28,1528.66,21,13,25.22,54.39,0,7626.96,Sans emploi,430,69.06,1
33,1843.89,7,14,14.82,55.21,1,2384.37,CDI,554,12.08,0
30,2197.17,4,19,117.38,28.61,0,1622.45,CDI,649,71.62,0
27,1157.69,21,14,21.86,29.46,0,2042.66,CDI,818,42.18,0
35,2404.18,34,19,62.84,61.98,1,8120.13,CDI,514,39.04,1
33,3778.78,10,17,57.63,16.37,1,6105.34,CDI,759,33.06,1
31,1685.68,20,18,32.54,37.51,0,1481.63,CDD,634,11.99,1
28,1100.41,2,14,15.96,49.87,0,3397.83,CDI,714,36.08,0
38,1767.46,65,19,32.8,17.08,0,7229.32,CDI,635,35.66,0
51,800.0,10,14,13.69,17.73,0,2214.25,Sans emploi,691,47.86,1
36,2115.95,142,19,33.43,8.76,2,3684.52,Sans emploi,580,58.44,0
44,2227.68,91,24,62.18,24.56,0,6763.36,Indépendant,488,47.98,0
21,3844.25,36,19,129.82,35.18,0,5836.2,CDI,693,56.74,0
36,1669.83,1,19,14.59,41.68,1,1775.22,CDI,754,34.63,1
24,2184.59,19,21,28.02,17.86,0,5621.09,CDI,682,35.98,1
21,1240.0,2,12,22.63,9.54,1,4218.7,CDI,777,25.04,0
28,1553.14,53,25,42.15,33.83,0,6085.3,CDI,557,1.95,0
46,922.2,37,13,10.41,39.61,1,2566.63,CDI,716,46.29,0
44,1669.24,85,22,16.52,24.02,0,6390.6,Indépendant,623,69.57,0
37,1588.96,22,21,9.11,21.82,0,4826.56,CDD,829,24.46,0
20,2080.67,18,14,11.11,6.53,0,9199.0,CDI,524,91.52,0
33,1378.67,17,22,20.36,27.45,0,3365.94,Indépendant,671,65.85,1
38,1889.7,12,20,125.16,60.11,0,2338.13,CDI,601,26.05,0
36,1569.19,15,26,44.65,13.02,0,1727.08,Indépendant,560,51.04,0
18,1570.5,24,19,35.82,14.41,1,7926.27,CDI,762,23.13,1
26,1887.19,64,17,97.24,21.1,1,969.12,CDD,506,49.36,1
34,1853.95,21,16,45.92,27.38,0,1387.18,CDI,596,50.06,0
40,2556.73,46,11,49.4,6.91,1,3778.43,CDI,631,33.25,0
18,1725.36,47,17,23.56,29.98,0,2570.62,CDD,608,71.35,0
33,1557.68,17,17,20.73,30.48,1,1576.0,CDI,685,33.98,0
36,1679.68,10,19,12.26,14.9,0,5175.56,CDI,635,19.7,0
43,1323.8,24,12,21.32,16.4,0,5319.48,CDI,606,15.35,0
41,1550.73,14,17,27.37,25.72,0,4178.85,CDD,735,57.4,0
40,4504.79,2,20,44.55,15.67,1,6634.86,CDD,641,79.6,0
27,1211.9,11,21,33.09,24.29,0,4333.22,CDD,695,49.08,0
18,1607.96,122,10,25.63,38.23,1,1029.26,CDD,516,50.61,1
31,1531.77,1,21,16.74,37.49,1,2969.89,Sans emploi,595,37.64,1
44,1630.69,28,17,46.48,20.91,0,4179.48,Sans emploi,617,47.0,1
48,1570.69,44,17,23.11,37.06,0,5244.46,CDI,765,45.83,1
42,2062.23,25,8,44.86,25.19,1,4388.24,Indépendant,713,48.24,0
39,849.17,20,24,7.67,42.53,0,5191.55,CDD,471,21.81,0
38,2891.64,29,19,44.26,30.76,0,2612.23,CDI,697,42.99,0
29,2414.22,13,11,60.94,25.05,0,3643.59,Indépendant,821,49.48,0
33,1045.95,2,19,55.18,44.59,0,5199.18,Indépendant,703,58.15,0
51,800.0,78,19,29.22,16.31,0,14302.09,CDI,556,45.79,0
26,1177.59,13,23,69.48,20.43,0,2073.37,CDI,630,10.07,1
50,1633.97,26,17,12.63,12.57,1,5351.23,CDI,694,56.18,0
32,5754.92,18,18,31.77,15.86,0,1850.96,Sans emploi,576,16.32,0
47,2319.93,1,15,29.29,20.49,0,2563.15,CDI,665,45.63,0
21,813.07,72,20,76.35,49.81,1,6684.22,CDD,766,14.03,0
40,1338.65,37,15,7.06,26.56,0,4445.51,CDD,697,29.5,0
28,1778.04,4,14,14.94,18.12,0,3231.82,CDI,602,47.7,1
21,2038.85,95,18,132.84,28.41,1,13978.24,Indépendant,780,70.93,0
37,1012.95,32,13,5.13,16.34,0,2591.21,CDI,553,37.89,0
44,1714.36,15,25,64.23,20.76,0,4759.69,CDD,679,30.79,0
27,1322.04,22,26,19.74,20.26,1,5649.99,CDI,508,71.34,0
20,1112.9,3,16,41.53,31.87,0,1356.17,CDI,545,53.5,0
34,2044.24,19,12,102.45,38.17,0,3219.64,CDI,585,29.68,0
34,2571.25,2,19,42.79,31.17,0,1762.94,CDD,706,75.69,0
40,2649.44,19,16,104.12,36.24,0,896.84,CDD,685,30.97,1
44,2352.36,19,23,23.21,37.94,1,4550.93,CDI,634,39.53,0
34,1458.51,49,15,25.72,14.48,0,4945.4,CDI,741,63.31,0
53,2504.11,31,20,62.86,14.72,0,2525.38,CDD,653,52.39,0
37,2089.83,7,18,24.18,8.73,0,1990.82,CDI,728,73.52,0
31,1932.83,52,15,54.24,35.79,1,9173.8,CDI,760,39.26,0
19,1386.01,20,19,85.64,22.03,1,11861.94,Sans emploi,586,37.36,1
32,1458.83,22,22,66.98,17.81,0,5267.58,Indépendant,591,2.84,0
31,1881.74,4,18,9.95,41.33,0,3775.99,CDI,510,73.82,1
44,5405.56,46,18,26.1,31.22,0,2523.52,CDI,645,79.66,0
39,2082.56,63,14,42.42,12.04,0,4332.3,CDD,777,44.47,0
23,1386.32,35,23,28.16,60.97,1,3511.36,CDI,686,14.07,0
36,1256.08,67,22,36.23,29.49,0,5546.72,CDI,682,50.85,1
41,1462.16,9,16,42.86,34.03,0,7740.16,CDI,738,38.63,0
49,4808.18,47,17,22.6,33.74,1,4400.4,Sans emploi,788,58.38,0
43,1523.75,16,24,29.29,6.89,0,3775.66,CDI,695,48.75,0
42,2728.38,4,13,13.57,27.52,0,1481.95,Indépendant,711,43.45,0
35,1539.69,26,20,23.47,11.06,0,4703.1,Sans emploi,646,3.77,0
38,2045.69,27,16,10.37,27.67,0,5373.88,CDD,683,90.94,0
47,2591.83,8,25,37.29,16.97,1,6863.49,CDI,736,71.69,0
22,1410.83,1,18,29.3,51.98,0,1255.42,CDI,604,29.83,0
31,1367.94,5,23,16.69,19.15,1,4469.52,CDD,646,16.32,1
27,3815.61,12,15,136.83,34.64,0,2414.88,CDD,595,29.86,0
38,2824.62,4,13,28.13,2.12,0,5642.61,CDD,709,39.16,0
47,2590.59,5,17,42.57,50.72,2,4128.65,CDI,638,50.4,0
29,2586.67,12,19,20.71,57.41,0,2474.05,Indépendant,683,32.52,0
18,2234.94,77,16,24.66,37.67,0,10009.78,CDI,475,59.69,1
31,4477.98,34,21,43.85,2.73,1,2886.31,CDI,518,36.83,0
43,1856.75,9,17,26.29,43.95,0,2500.32,CDI,724,17.39,1
40,2355.38,72,9,34.14,0.9,0,2809.33,CDD,575,40.53,0
39,953.26,25,20,63.85,6.05,0,1178.56,CDD,562,34.25,1
32,1260.25,14,14,22.75,13.91,0,1387.55,CDD,572,25.83,0
22,1065.75,15,16,12.06,47.99,0,7492.89,CDD,667,12.23,0
40,3213.87,13,24,10.37,65.48,0,3737.1,CDD,607,22.66,0
27,800.0,6,25,104.43,23.24,0,4926.65,CDI,610,39.34,1
56,1521.68,12,15,70.34,51.53,1,4192.05,CDD,592,73.38,1
40,800.0,18,20,56.76,11.76,1,4340.05,Indépendant,714,72.87,1
29,1256.7,18,16,24.25,57.97,0,3551.17,CDI,611,48.6,0
29,1462.7,34,17,12.06,17.64,0,2490.1,Sans emploi,620,27.45,0
34,3376.69,11,15,27.33,30.7,0,5245.94,CDI,580,48.45,0
32,2173.07,30,11,31.67,30.18,1,4070.87,CDD,687,66.93,0
45,1255.66,20,18,14.1,31.51,0,1865.11,CDD,805,38.15,0
36,2929.01,77,19,10.84,33.96,0,5287.8,CDI,703,37.64,0
28,1835.28,12,15,8.85,51.57,0,9343.97,CDI,703,42.84,0
53,1851.51,55,22,56.83,30.81,1,4512.57,Sans emploi,736,50.74,0
35,1064.87,41,16,13.32,45.28,0,2515.65,Indépendant,611,58.98,0
42,1170.81,24,15,43.34,22.62,1,4214.49,CDI,635,25.87,0
29,1260.18,25,20,24.98,27.77,1,5779.22,CDI,485,44.53,0
38,1858.87,2,11,53.91,26.11,0,1901.9,CDI,694,44.58,0
38,1885.1,71,22,44.24,17.79,0,2696.12,CDI,649,24.11,0
18,3625.2,3,16,28.43,64.05,0,3703.64,CDD,593,29.1,0
54,2161.88,20,22,37.7,8.27,0,2999.8,CDI,665,49.23,0
47,800.0,9,23,31.25,28.08,1,4057.04,CDD,810,16.24,0
31,2047.02,13,21,21.09,8.12,0,8503.99,Indépendant,653,18.81,0
24,953.65,22,14,73.07,23.05,0,1488.51,CDI,667,59.27,0
38,1183.44,57,13,24.49,13.02,1,1589.88,CDD,810,16.77,1
36,1267.46,14,12,31.83,27.07,1,2836.78,CDI,753,22.42,0
38,1354.45,104,23,11.31,34.76,0,4207.29,CDI,728,53.81,0
37,986.03,21,17,42.16,25.93,0,1693.2,CDI,813,16.34,0
40,1993.71,4,15,21.17,47.73,1,10836.47,CDI,571,51.72,1
49,970.47,5,17,23.49,28.81,0,6230.46,Indépendant,831,38.71,0
40,2134.68,30,22,17.71,6.86,1,1653.72,CDD,738,52.78,0
25,4937.87,1,21,30.92,10.58,0,3764.15,Indépendant,760,35.67,0
48,1006.37,16,20,7.13,21.39,0,4648.54,CDD,708,44.45,0
50,1603.76,4,21,57.95,64.02,1,2167.53,CDI,577,42.56,1
65,800.0,13,19,33.05,38.4,0,1315.05,CDI,488,47.62,0
24,1592.06,33,19,23.66,26.52,1,2240.08,CDI,684,67.1,0
37,2425.16,15,19,10.2,17.04,0,6564.1,Indépendant,596,5.88,1
18,2510.92,4,18,47.72,10.72,1,1703.34,CDI,586,23.85,0
40,1884.66,7,21,20.78,27.44,0,8063.79,CDI,613,31.14,1
29,2707.04,11,19,94.2,42.79,1,2038.94,CDD,425,31.75,0
53,5667.71,2,14,49.74,16.19,1,762.98,CDI,560,47.44,0
27,3907.64,21,20,112.56,13.09,0,7452.01,CDI,516,65.98,0
18,1442.24,22,19,37.89,20.67,1,2721.42,Indépendant,542,36.55,0
30,953.18,2,20,78.86,37.85,0,3159.56,CDI,577,43.71,0
18,1519.07,12,17,48.84,15.99,1,4325.17,CDI,636,48.57,0
42,1193.5,13,21,23.97,20.04,0,1630.71,CDD,694,55.62,0
18,2226.76,10,18,39.4,73.43,0,1874.84,Indépendant,812,3.72,0
35,1075.12,19,21,17.78,12.07,0,2862.31,CDI,528,16.57,0
18,1762.56,10,16,170.64,14.43,0,6709.0,CDI,753,15.08,0
32,2645.87,13,16,31.48,45.95,0,4317.56,CDI,615,52.07,0
50,1740.78,38,20,34.76,45.42,0,4271.26,Indépendant,460,53.76,1
38,1193.86,4,17,46.15,28.8,0,6579.53,CDI,563,43.64,0
26,3074.71,23,27,14.6,20.38,0,5914.07,Indépendant,714,73.87,0
34,800.0,17,20,95.33,9.72,1,2193.13,CDD,660,47.24,0
35,1573.1,9,18,15.32,35.83,0,2279.08,CDI,479,15.71,0
39,1787.23,31,21,12.85,31.38,2,4983.26,CDD,680,32.01,0
22,1833.71,19,16,29.91,43.43,1,3330.81,CDI,552,41.34,1
40,1973.38,15,22,12.57,3.22,1,3395.59,CDI,598,27.93,1
18,2390.5,26,22,114.98,31.24,0,1069.42,CDI,622,34.53,0
29,1792.22,38,23,28.45,40.47,0,3604.66,Sans emploi,656,29.12,0
30,1545.1,85,16,5.0,18.32,0,5826.15,CDD,707,63.4,0
41,1518.1,24,13,39.8,65.53,0,2917.83,Sans emploi,676,5.25,1
35,1386.12,49,15,52.41,25.68,1,3191.97,Indépendant,736,35.38,0
21,2586.97,1,17,24.53,15.48,1,9171.72,CDI,688,10.29,0
25,1364.64,18,25,11.84,32.3,0,2449.55,Sans emploi,668,22.57,0
37,2656.22,6,27,31.42,12.49,0,10656.28,CDD,615,52.39,0
34,1836.24,2,19,23.4,12.41,0,1385.51,Sans emploi,583,19.49,1
29,1443.06,18,18,15.93,26.65,2,4806.53,CDI,756,70.1,0
30,2399.01,33,16,14.87,28.77,0,1305.62,CDI,598,43.76,0
41,1316.27,13,21,38.46,9.1,0,5228.67,CDI,804,18.84,0
30,2420.26,26,27,68.82,39.12,0,2060.07,CDI,735,46.44,0
34,2001.95,16,25,48.79,14.86,2,1765.86,CDD,745,24.98,0
56,1395.54,14,23,8.86,48.92,0,2513.01,Indépendant,585,22.43,0
21,2304.85,8,23,55.01,20.92,0,2440.4,Sans emploi,735,29.45,1
18,2323.38,11,21,62.16,15.49,2,3468.03,Indépendant,818,63.51,1
42,3051.09,10,18,100.86,32.34,0,5713.22,CDI,750,60.54,0
28,2801.48,25,15,16.25,20.21,0,7584.83,CDI,844,16.28,0
32,2266.76,3,18,32.59,17.86,3,11705.34,CDI,697,34.05,0
27,1101.13,2,20,52.99,65.83,0,3256.33,CDI,772,46.4,0
32,5426.61,26,12,22.58,7.62,0,3138.82,CDI,702,11.86,0
50,973.59,19,17,52.35,31.42,0,3991.75,Indépendant,526,26.56,1
42,2780.46,13,14,33.42,19.07,0,2722.87,CDI,756,42.35,0
43,2206.92,4,22,17.61,6.29,0,927.13,CDD,586,13.22,0
21,1078.51,13,16,18.82,30.25,1,4262.79,CDD,525,51.4,1
24,1722.55,37,19,90.12,24.29,0,1764.73,CDD,620,32.28,0
18,1757.9,52,15,15.67,52.94,0,3619.19,Indépendant,686,27.98,0
27,3259.37,29,25,13.71,39.5,1,2725.73,Sans emploi,601,47.19,0
44,1324.6,1,11,44.53,20.22,0,1823.46,CDI,752,64.56,0
40,1619.99,26,20,33.25,24.1,0,2428.32,Indépendant,571,51.91,1
33,800.0,7,13,12.26,50.55,0,1955.7,CDI,686,65.33,0
34,3946.97,9,16,22.72,16.99,0,3889.37,CDI,638,15.95,0
28,1129.55,5,19,18.02,11.35,0,2777.22,Sans emploi,639,48.59,0
37,2106.54,35,19,20.66,49.6,0,4023.73,Sans emploi,692,24.02,0
42,1740.23,25,19,243.46,12.72,0,1675.75,CDI,722,77.4,0
19,1742.88,22,19,26.9,36.93,0,4578.27,CDI,675,52.0,0
38,2612.85,26,15,17.14,20.08,0,9539.21,Indépendant,728,54.95,1
44,3836.76,6,17,164.51,25.36,0,4288.0,Indépendant,686,52.85,0
31,2036.86,14,18,68.03,6.03,1,6855.85,CDI,842,24.39,0
41,2438.56,24,19,59.9,12.29,0,3087.16,Sans emploi,476,37.49,0
62,2108.4,24,18,17.8,14.71,0,3012.23,Indépendant,330,30.15,0
34,2866.42,37,21,86.16,35.54,1,5401.8,CDI,689,32.5,0
38,1481.1,8,18,64.32,25.52,0,3180.95,CDI,524,27.07,1
28,2941.35,35,19,38.19,7.63,0,6893.71,CDI,664,44.92,0
36,2987.77,14,16,8.94,22.99,2,3397.13,CDD,670,54.65,0
39,2950.74,26,13,33.53,24.81,0,4148.58,CDD,506,17.14,1
37,1356.38,14,19,131.05,10.6,2,2695.64,Indépendant,689,60.68,0
25,1689.05,70,23,40.43,54.45,0,1671.36,CDI,706,65.94,0
37,2025.97,5,20,25.4,50.27,0,3364.47,CDI,604,56.2,0
49,987.92,27,14,28.5,32.2,0,3145.11,Indépendant,768,26.03,1
39,3708.32,20,21,30.08,1.48,0,2616.63,CDI,511,71.06,0
44,1810.8,4,16,18.27,30.98,0,4857.05,CDD,623,33.66,0
32,2066.54,2,21,32.98,25.29,0,7033.16,CDI,725,48.99,0
42,1407.62,38,16,104.78,19.48,2,7494.83,CDI,732,42.83,0
