age,revenu_mensuel,anciennete_compte_mois,nb_transactions_mois,montant_moyen_transaction,taux_endettement_pct,nb_incidents_paiement_12m,montant_credit_demande,type_contrat,score_bureau_externe,utilisation_carte_pct,default_reel,proba_defaut,prediction,segment_risque
26,1882.36,43,26,42.15,14.78,0,1982.1,CDI,631,72.68,1,0.3845,0,Faible risque
19,1551.27,50,23,104.1,17.4,0,6182.73,CDI,734,31.21,0,0.2641,0,Faible risque
45,1543.74,6,17,100.41,50.13,0,3195.15,Indépendant,699,40.27,1,0.4211,0,Risque moyen
28,977.85,11,19,22.04,33.24,0,2643.32,CDD,724,51.2,1,0.4274,0,Risque moyen
37,1688.71,45,19,54.7,27.43,0,2973.45,CDI,637,27.34,1,0.4079,0,Risque moyen
39,1308.05,23,22,12.38,36.03,1,2110.62,Indépendant,668,67.62,0,0.5464,1,Risque eleve
46,2816.33,9,19,20.58,13.76,0,2307.48,CDI,692,48.81,0,0.2521,0,Faible risque
47,3092.93,17,17,17.63,42.3,0,4358.38,CDD,488,22.81,1,0.685,1,Risque eleve
23,2211.51,47,24,166.86,12.78,1,4653.25,Sans emploi,645,54.62,0,0.6992,1,Risque eleve
20,3093.5,23,16,7.87,52.94,0,1986.97,CDI,775,59.71,1,0.2995,0,Faible risque
47,1144.26,2,28,29.84,35.88,0,1027.57,CDI,767,43.19,0,0.2907,0,Faible risque
42,1539.65,17,19,21.28,40.78,0,2691.25,CDI,636,58.02,0,0.4604,0,Risque moyen
31,1396.18,11,19,55.71,33.29,0,4204.04,CDI,655,61.75,0,0.4058,0,Risque moyen
25,1429.26,29,14,47.93,21.72,0,5739.78,CDD,689,61.14,0,0.4139,0,Risque moyen
40,3270.86,1,21,64.41,17.38,0,2531.07,Sans emploi,703,55.79,0,0.4818,0,Risque moyen
52,1462.79,18,14,28.06,22.05,1,6619.14,CDD,629,22.84,0,0.5727,1,Risque eleve
50,1879.67,20,20,53.84,29.52,1,8797.49,Sans emploi,614,25.44,0,0.7532,1,Risque eleve
43,1454.75,7,20,30.47,64.8,0,2160.37,CDI,630,51.14,0,0.5639,1,Risque eleve
22,1814.52,8,21,10.74,10.61,0,4078.28,CDI,683,25.11,0,0.2688,0,Faible risque
46,1461.43,5,15,93.06,72.09,0,4032.32,CDD,481,53.11,1,0.8211,1,Risque eleve
27,3274.56,20,18,49.01,43.14,0,3610.26,CDD,728,9.94,0,0.3827,0,Faible risque
18,2488.99,21,15,17.24,80.83,0,1277.21,CDD,702,21.62,1,0.6037,1,Risque eleve
36,1464.1,33,15,41.06,67.78,0,3186.73,CDI,533,33.22,1,0.6971,1,Risque eleve
38,2766.51,68,18,30.98,20.2,1,1047.67,CDD,619,62.11,0,0.6059,1,Risque eleve
43,2127.74,11,14,38.94,38.98,0,4984.91,CDD,591,40.6,0,0.5725,1,Risque eleve
44,1983.52,11,20,45.79,41.8,1,2396.38,CDI,634,23.18,0,0.5495,1,Risque eleve
32,1577.16,3,10,15.96,26.07,1,8593.1,CDI,674,14.3,0,0.4103,0,Risque moyen
29,866.41,22,16,29.86,20.71,0,2219.97,CDI,628,21.88,1,0.4026,0,Risque moyen
29,5871.62,16,21,10.06,36.12,0,606.88,CDI,629,41.98,1,0.3301,0,Faible risque
32,1585.35,2,14,25.58,20.99,2,3170.53,CDD,687,18.64,0,0.601,1,Risque eleve
20,926.36,4,16,42.41,5.99,1,1533.63,CDI,476,37.9,0,0.6444,1,Risque eleve
20,5573.09,31,19,23.63,9.24,0,8588.96,CDI,699,39.62,0,0.1744,0,Faible risque
28,2734.33,2,19,36.33,44.4,0,2812.23,CDI,667,25.28,0,0.3827,0,Faible risque
23,2553.43,26,21,43.42,42.23,0,2253.72,CDI,521,68.75,0,0.6031,1,Risque eleve
29,3044.86,76,16,60.97,49.17,1,5076.79,CDI,621,38.82,0,0.5997,1,Risque eleve
26,1991.27,4,21,19.49,25.23,1,2370.33,CDI,767,18.91,0,0.3131,0,Faible risque
29,3107.18,33,20,33.89,30.69,1,3137.18,CDI,665,73.87,0,0.4598,0,Risque moyen
18,2409.4,8,19,22.62,43.57,1,4645.09,CDD,664,26.69,0,0.5989,1,Risque eleve
25,2157.34,47,25,52.21,13.92,0,3729.67,Indépendant,755,32.86,0,0.2377,0,Faible risque
41,953.13,55,20,80.66,46.76,1,736.56,CDD,729,20.17,0,0.6065,1,Risque eleve
27,2065.89,6,19,47.84,43.06,0,4277.03,Indépendant,600,6.98,1,0.4956,0,Risque moyen
47,2278.19,8,21,27.19,22.97,0,6321.56,CDI,623,36.72,0,0.3614,0,Faible risque
47,3557.59,55,19,7.41,12.61,0,3601.78,CDD,627,64.58,0,0.4156,0,Risque moyen
38,2300.9,9,15,127.14,34.14,1,3023.09,CDI,850,79.12,0,0.2593,0,Faible risque
47,800.0,9,23,31.25,28.08,1,4057.04,CDD,810,16.24,0,0.3903,0,Risque moyen
57,3611.39,51,20,68.22,23.33,1,2702.15,Sans emploi,725,81.5,0,0.6087,1,Risque eleve
36,1664.56,10,16,18.85,31.96,1,2874.81,Indépendant,565,49.8,0,0.6312,1,Risque eleve
53,1774.64,14,16,7.95,33.79,0,2951.81,CDI,674,19.33,0,0.3569,0,Faible risque
42,1082.03,21,14,20.75,11.69,2,5423.77,Sans emploi,633,23.09,0,0.783,1,Risque eleve
43,1763.44,25,12,18.7,28.49,0,3166.68,CDD,765,25.3,0,0.3252,0,Faible risque
21,1317.35,30,18,55.28,35.14,0,2813.74,Indépendant,593,27.03,0,0.5219,1,Risque moyen
37,1390.33,43,20,21.63,30.68,0,5700.55,CDI,651,57.55,0,0.412,0,Risque moyen
40,1390.46,58,16,11.38,51.92,0,3713.36,Indépendant,636,14.46,0,0.5347,1,Risque eleve
37,1699.08,18,20,17.38,23.47,0,2859.99,Sans emploi,707,13.61,1,0.5428,1,Risque eleve
31,1521.38,23,20,31.52,6.6,0,5852.55,Sans emploi,664,34.35,0,0.5376,1,Risque eleve
27,1833.61,18,15,20.72,29.41,1,3035.63,CDI,745,25.33,1,0.3616,0,Faible risque
36,7889.92,9,17,37.61,17.39,0,2674.13,CDI,701,8.81,0,0.1479,0,Faible risque
36,2936.49,10,23,37.18,31.11,1,546.17,CDI,551,23.85,0,0.5949,1,Risque eleve
30,1001.04,1,19,90.18,32.71,0,3722.38,CDD,711,60.47,0,0.4365,0,Risque moyen
30,1088.38,15,24,9.72,5.64,0,3036.45,CDI,717,60.84,0,0.2514,0,Faible risque
38,800.0,14,14,38.4,45.35,0,865.9,CDI,763,65.95,0,0.3432,0,Faible risque
35,1838.42,25,22,41.09,9.16,1,2549.16,CDI,713,56.31,0,0.3432,0,Faible risque
52,1557.13,1,19,18.05,23.1,1,10640.29,CDI,554,31.71,0,0.5577,1,Risque eleve
25,2637.01,39,20,9.63,14.4,1,4600.31,CDI,529,63.54,0,0.5816,1,Risque eleve
25,2256.91,35,19,99.11,45.92,0,3504.39,CDD,727,26.19,1,0.4422,0,Risque moyen
34,1814.86,33,14,6.61,61.78,0,5937.2,CDD,753,36.31,0,0.4722,0,Risque moyen
25,1924.19,14,19,48.94,22.23,0,2528.87,CDI,605,28.7,1,0.4072,0,Risque moyen
18,1026.6,24,19,10.9,31.4,0,4563.83,CDI,649,1.4,1,0.4049,0,Risque moyen
33,800.0,69,19,47.34,43.94,1,3503.46,CDI,632,9.42,0,0.6231,1,Risque eleve
44,1704.45,13,18,36.32,42.55,0,3952.95,CDI,704,49.36,0,0.3656,0,Faible risque
40,3126.26,13,17,47.97,10.05,1,4549.15,CDI,511,41.13,0,0.545,1,Risque eleve
18,1852.6,36,21,17.16,47.79,0,3605.95,CDI,651,26.32,0,0.4644,0,Risque moyen
48,1241.97,35,16,30.28,68.05,1,8611.86,CDI,724,28.49,1,0.5527,1,Risque eleve
41,4642.85,1,13,23.19,23.31,0,1292.59,CDI,545,61.28,0,0.4061,0,Risque moyen
31,1632.05,8,18,93.61,23.06,1,3093.55,CDD,672,59.7,0,0.5431,1,Risque eleve
43,2743.41,1,17,14.73,26.31,1,5512.71,CDI,663,29.97,0,0.4081,0,Risque moyen
37,3036.76,8,18,13.43,27.92,0,9384.19,CDI,655,50.07,0,0.3155,0,Faible risque
31,1933.98,8,14,49.2,39.32,0,3948.81,Indépendant,518,30.63,0,0.5968,1,Risque eleve
39,1755.46,25,19,22.75,25.47,0,4260.79,CDI,600,43.14,0,0.4339,0,Risque moyen
41,1706.46,31,13,132.72,30.87,0,3241.67,Indépendant,706,39.52,0,0.345,0,Faible risque
37,2437.28,4,22,50.9,10.72,1,2073.69,CDI,701,20.16,0,0.3256,0,Faible risque
44,1723.57,21,19,27.02,15.01,0,2105.74,CDD,728,68.64,0,0.3398,0,Faible risque
53,3732.25,23,11,70.13,20.34,1,12202.72,CDI,579,74.39,0,0.4642,0,Risque moyen
45,2217.77,3,18,32.74,25.01,1,3857.54,CDI,429,13.83,0,0.7145,1,Risque eleve
20,1157.54,22,20,37.65,15.78,0,1816.94,Sans emploi,680,26.47,0,0.5773,1,Risque eleve
36,1069.29,16,18,76.62,25.77,0,5914.36,CDD,596,66.89,0,0.5589,1,Risque eleve
29,918.84,1,18,50.84,32.31,0,6660.05,CDI,675,30.61,0,0.3667,0,Faible risque
46,2767.23,55,12,28.92,67.62,0,1647.88,Sans emploi,741,40.68,0,0.6679,1,Risque eleve
40,2458.1,1,10,23.91,22.46,1,10213.93,CDI,597,48.31,0,0.4731,0,Risque moyen
41,4874.58,7,20,61.36,13.26,0,2212.65,CDI,700,22.7,0,0.1951,0,Faible risque
20,3208.81,1,14,16.66,26.06,0,6386.37,CDI,763,35.79,0,0.1988,0,Faible risque
49,2024.53,23,13,40.02,59.24,1,2376.8,CDI,656,37.5,0,0.5951,1,Risque eleve
46,1380.07,32,19,61.08,51.62,1,7310.24,CDD,674,49.53,0,0.6549,1,Risque eleve
39,1726.12,26,22,24.35,59.38,0,8174.46,Sans emploi,703,74.86,1,0.6947,1,Risque eleve
49,987.92,27,14,28.5,32.2,0,3145.11,Indépendant,768,26.03,1,0.2889,0,Faible risque
21,3373.03,29,21,12.05,21.57,1,1808.07,CDI,511,18.4,1,0.6012,1,Risque eleve
44,1760.14,30,19,32.66,27.66,2,5946.17,Indépendant,586,63.02,0,0.6928,1,Risque eleve
32,1422.62,11,29,14.97,37.42,0,5796.49,CDD,712,19.58,0,0.4332,0,Risque moyen
18,1956.27,48,21,19.66,39.68,0,2002.75,CDI,717,72.65,0,0.3718,0,Faible risque
29,7882.76,2,15,86.72,34.2,0,4377.65,CDD,626,33.23,0,0.3365,0,Faible risque
39,1958.41,2,7,33.72,22.17,1,1819.96,CDI,627,27.16,0,0.4661,0,Risque moyen
18,977.54,31,25,35.75,19.22,0,3924.15,CDI,610,56.59,0,0.438,0,Risque moyen
21,4446.43,1,23,63.0,6.3,0,2347.77,CDI,588,26.59,0,0.2953,0,Faible risque
26,1195.74,23,12,123.27,29.08,1,994.74,CDI,593,41.63,0,0.5917,1,Risque eleve
18,4089.41,11,17,13.3,40.92,1,2765.17,CDD,564,54.27,1,0.6776,1,Risque eleve
27,2970.4,1,21,73.48,35.88,1,4342.61,CDI,612,46.53,0,0.5251,1,Risque moyen
39,2365.48,3,15,31.17,25.28,1,1166.66,CDI,590,29.69,0,0.5258,1,Risque moyen
34,1903.78,16,23,27.8,38.36,0,3986.22,CDI,660,53.92,0,0.4077,0,Risque moyen
36,1778.65,3,23,175.88,15.81,0,3159.17,CDI,793,52.8,0,0.1911,0,Faible risque
34,2209.72,41,19,19.8,26.45,1,8319.67,CDI,585,49.74,1,0.5526,1,Risque eleve
43,3125.63,30,18,69.2,10.41,0,5296.66,CDD,626,28.73,0,0.3907,0,Risque moyen
25,1913.99,93,20,211.1,17.07,0,1635.7,Indépendant,558,41.34,0,0.5272,1,Risque moyen
37,2070.22,19,17,19.01,12.91,0,3243.31,CDI,669,37.95,0,0.2909,0,Faible risque
54,2421.09,36,19,75.17,5.14,2,7785.51,Indépendant,359,49.6,0,0.822,1,Risque eleve
38,4659.65,53,9,7.21,42.51,0,19260.91,CDI,711,48.72,0,0.253,0,Faible risque
26,2242.93,19,12,6.36,26.32,0,6649.31,CDI,500,14.14,0,0.5294,1,Risque moyen
50,1112.45,6,15,42.08,19.93,0,1866.23,Indépendant,572,41.95,0,0.4776,0,Risque moyen
37,3718.51,22,20,31.22,8.27,0,7214.87,CDI,627,34.23,0,0.2719,0,Faible risque
36,3099.21,8,22,50.21,43.29,1,3722.18,Sans emploi,809,18.13,0,0.5518,1,Risque eleve
42,1193.6,36,19,43.81,7.97,0,2788.34,CDI,798,37.5,0,0.1829,0,Faible risque
26,1389.75,50,10,98.49,66.7,0,3393.68,CDD,574,18.55,0,0.7354,1,Risque eleve
22,1933.57,5,17,72.56,18.31,0,2341.61,Indépendant,388,69.15,0,0.6943,1,Risque eleve
36,1240.71,5,15,6.01,60.58,0,1765.19,Indépendant,756,54.07,1,0.4052,0,Risque moyen
43,1335.76,12,19,36.66,23.38,0,13097.68,Indépendant,502,63.71,0,0.5566,1,Risque eleve
40,1845.97,42,21,92.69,54.7,1,2704.48,CDD,531,25.08,0,0.8112,1,Risque eleve
44,800.0,50,17,25.52,28.15,0,1169.9,CDI,605,56.9,0,0.4944,0,Risque moyen
21,3320.05,56,13,42.73,33.62,0,5210.4,CDI,655,14.64,0,0.3559,0,Faible risque
39,3224.38,12,16,30.91,23.74,2,1832.02,CDI,621,38.01,0,0.5684,1,Risque eleve
61,1459.92,17,19,85.02,51.08,0,2333.65,CDI,547,5.11,0,0.6021,1,Risque eleve
28,1453.93,6,12,61.73,14.3,0,3890.06,Sans emploi,729,62.51,0,0.4859,0,Risque moyen
31,1536.86,8,22,48.3,29.06,0,3921.69,CDD,818,35.12,0,0.2763,0,Faible risque
28,1367.32,67,15,12.4,14.09,0,5911.83,CDI,687,54.54,0,0.3151,0,Faible risque
38,2938.66,1,18,38.31,31.9,0,1096.68,CDD,622,52.31,0,0.4932,0,Risque moyen
21,813.07,72,20,76.35,49.81,1,6684.22,CDD,766,14.03,0,0.5686,1,Risque eleve
38,1497.08,5,21,70.05,29.51,0,7922.56,CDD,702,62.61,0,0.4095,0,Risque moyen
18,2203.37,22,21,37.49,31.12,1,5183.94,CDI,651,54.47,0,0.491,0,Risque moyen
26,1378.93,3,9,16.75,40.66,0,2884.01,CDI,680,40.85,0,0.3883,0,Risque moyen
21,1663.16,1,14,33.47,8.02,0,2192.64,CDD,488,52.1,1,0.6058,1,Risque eleve
20,1102.8,5,14,19.23,67.23,0,9423.29,CDI,643,32.99,1,0.5362,1,Risque eleve
45,2006.23,52,13,62.1,22.67,0,2442.9,CDI,616,32.11,0,0.4073,0,Risque moyen
28,1720.36,22,16,56.51,15.85,0,2427.01,CDI,799,51.63,0,0.1912,0,Faible risque
18,4116.35,20,14,11.15,52.69,0,3990.17,CDI,585,28.47,0,0.4864,0,Risque moyen
25,800.0,7,12,52.53,30.15,0,2493.92,CDD,712,43.79,0,0.4269,0,Risque moyen
30,4880.33,6,27,68.7,34.63,1,1343.27,Indépendant,746,33.88,0,0.3246,0,Faible risque
24,2086.13,1,18,22.28,39.6,1,6851.51,CDD,762,36.61,1,0.4539,0,Risque moyen
18,2496.45,6,21,14.37,19.17,1,4297.65,CDI,814,60.0,0,0.2398,0,Faible risque
43,3242.22,24,13,32.11,17.66,0,3349.29,CDD,646,38.06,0,0.3913,0,Risque moyen
39,1024.34,12,21,23.05,33.03,0,5433.7,Sans emploi,531,35.07,1,0.7904,1,Risque eleve
38,2863.69,10,12,34.78,16.19,1,7573.53,CDI,601,76.22,1,0.4557,0,Risque moyen
36,800.0,44,23,19.89,52.51,1,3580.74,CDI,731,15.21,0,0.5187,1,Risque moyen
42,1468.46,1,22,156.13,20.63,0,7400.33,CDD,498,58.51,1,0.639,1,Risque eleve
39,2582.58,37,22,13.77,10.38,1,4643.47,CDI,698,65.74,0,0.347,0,Faible risque
18,800.0,20,16,35.03,25.51,0,7699.69,CDI,621,15.13,0,0.4144,0,Risque moyen
36,1684.93,6,17,16.44,27.91,0,3499.98,CDD,756,36.07,0,0.333,0,Faible risque
18,1217.46,33,22,57.33,22.59,0,6560.39,CDD,490,47.87,1,0.6816,1,Risque eleve
40,2785.11,37,26,21.1,49.06,0,1552.92,Indépendant,724,64.61,0,0.3863,0,Faible risque
19,2406.7,16,8,11.85,22.59,0,4257.55,CDI,639,7.79,0,0.3338,0,Faible risque
35,2836.5,31,22,65.62,9.42,0,15321.36,CDI,762,61.25,0,0.1669,0,Faible risque
25,1226.56,24,21,11.24,45.52,0,2193.67,CDD,801,30.15,0,0.375,0,Faible risque
42,1289.9,73,13,9.61,40.68,0,2843.78,CDI,675,37.94,0,0.4374,0,Risque moyen
37,1584.43,36,20,34.85,28.62,0,1707.33,CDI,802,61.41,0,0.2367,0,Faible risque
43,1879.88,14,17,31.6,25.4,0,1404.67,CDI,632,25.41,0,0.3835,0,Faible risque
39,1179.17,22,4,43.52,49.95,1,3697.09,CDD,754,66.3,0,0.5531,1,Risque eleve
44,1499.62,5,18,34.85,57.36,1,2357.72,Indépendant,643,68.1,1,0.6423,1,Risque eleve
50,2203.08,38,20,90.24,49.1,0,2736.13,Sans emploi,641,37.2,0,0.7234,1,Risque eleve
43,951.57,8,15,29.59,10.44,0,3335.26,CDI,627,51.8,0,0.3561,0,Faible risque
43,2479.91,53,17,124.48,15.85,0,3482.74,CDI,594,13.88,0,0.3909,0,Risque moyen
26,1278.91,84,15,27.37,61.45,1,4530.81,Indépendant,612,83.5,0,0.7374,1,Risque eleve
40,1364.82,22,19,44.23,29.51,1,3582.07,CDD,663,24.16,1,0.5815,1,Risque eleve
30,3018.83,15,19,21.02,10.15,0,3550.56,CDI,560,19.71,1,0.3773,0,Faible risque
45,2476.78,3,23,14.35,19.19,2,3768.85,CDI,702,26.39,0,0.4543,0,Risque moyen
37,2701.23,29,16,42.02,24.02,1,1935.14,CDI,590,19.34,0,0.5216,1,Risque moyen
32,1846.05,31,22,67.59,36.33,0,5438.61,CDD,643,46.1,0,0.5244,1,Risque moyen
41,1897.36,17,20,41.54,37.36,0,2382.15,Sans emploi,518,45.17,0,0.8059,1,Risque eleve
29,2429.06,147,15,18.35,9.31,0,3280.25,Indépendant,612,25.34,0,0.4203,0,Risque moyen
32,4342.64,120,20,19.86,26.88,0,1282.4,CDI,583,49.04,0,0.4545,0,Risque moyen
42,2299.77,38,20,108.47,26.29,0,6432.41,CDD,599,25.52,0,0.5184,1,Risque moyen
25,1074.74,5,21,15.08,27.99,1,2481.14,CDI,640,8.68,0,0.5078,1,Risque moyen
34,929.75,5,16,33.84,57.35,2,1750.1,Indépendant,756,33.5,0,0.6124,1,Risque eleve
29,1935.24,22,17,22.51,15.09,0,6314.51,CDI,548,51.58,0,0.449,0,Risque moyen
34,4307.33,17,22,73.09,62.31,0,3880.48,Indépendant,635,28.48,0,0.4773,0,Risque moyen
32,3377.75,4,14,41.67,13.51,1,3032.24,Sans emploi,722,43.03,0,0.5378,1,Risque eleve
33,3830.83,16,20,16.58,19.54,0,5331.46,CDI,556,25.37,1,0.3925,0,Risque moyen
19,956.76,17,18,25.26,41.93,0,5602.83,CDD,765,61.38,1,0.4088,0,Risque moyen
35,3642.82,15,18,45.75,82.65,1,7181.74,Indépendant,657,24.69,0,0.6405,1,Risque eleve
39,2264.65,28,18,26.86,39.69,2,3929.53,CDI,695,42.79,0,0.5716,1,Risque eleve
52,4823.07,5,16,37.83,22.9,0,1856.05,CDD,722,35.94,0,0.2734,0,Faible risque
35,2772.94,16,18,70.33,35.17,1,1076.62,CDI,647,56.79,0,0.5007,1,Risque moyen
28,1722.87,3,19,39.13,9.98,1,2569.08,Indépendant,677,72.95,0,0.4044,0,Risque moyen
32,1699.39,8,17,46.43,24.96,1,7773.32,Indépendant,531,52.98,0,0.6325,1,Risque eleve
32,2106.24,23,17,25.51,19.23,0,4048.72,CDI,640,49.86,0,0.3505,0,Faible risque
36,3672.47,7,14,45.51,36.31,0,2479.35,CDD,546,68.34,1,0.5903,1,Risque eleve
20,5613.51,10,15,18.33,44.68,0,4802.49,CDD,668,35.73,0,0.3935,0,Risque moyen
29,1034.63,28,18,20.78,11.89,0,13714.32,CDI,811,8.12,0,0.1573,0,Faible risque
21,1025.81,49,17,78.44,31.31,2,3541.26,CDI,635,40.05,0,0.6657,1,Risque eleve
42,1800.4,43,19,16.84,6.65,1,4603.07,CDI,676,65.86,0,0.3825,0,Faible risque
26,1185.27,4,18,34.7,34.21,0,5852.35,CDI,749,61.36,0,0.2936,0,Faible risque
40,3317.35,96,19,46.29,24.42,0,2822.51,CDI,662,27.89,1,0.3473,0,Faible risque
29,1570.99,18,17,8.13,10.95,0,5298.4,Sans emploi,622,19.29,0,0.5992,1,Risque eleve
47,1401.38,2,22,14.44,16.16,0,4441.15,CDD,579,77.15,0,0.5311,1,Risque moyen
30,1591.45,22,20,187.08,9.03,1,6388.38,Sans emploi,735,57.48,0,0.5705,1,Risque eleve
41,1161.45,1,19,14.84,65.3,0,1444.72,Sans emploi,610,60.77,0,0.814,1,Risque eleve
39,1237.15,23,19,70.46,39.06,0,4907.11,CDD,592,65.39,0,0.6189,1,Risque eleve
33,1909.31,1,18,12.06,8.67,1,4624.51,CDI,522,61.93,0,0.5628,1,Risque eleve
42,1519.51,93,13,18.14,36.0,0,2608.47,CDI,540,12.87,0,0.5927,1,Risque eleve
29,1747.08,22,21,49.87,37.36,0,7640.28,CDD,619,25.13,0,0.5428,1,Risque eleve
32,2516.97,11,13,28.26,6.96,1,1674.01,CDI,648,19.03,0,0.3711,0,Faible risque
26,1784.86,47,16,9.57,21.89,0,3253.08,Sans emploi,632,65.77,0,0.6601,1,Risque eleve
36,2285.28,42,19,50.38,46.81,2,1468.52,Indépendant,573,44.06,1,0.7693,1,Risque eleve
41,1385.48,1,14,28.14,54.74,1,2276.32,Indépendant,794,20.21,0,0.4184,0,Risque moyen
22,941.54,69,20,28.2,4.96,0,2611.78,CDD,665,48.57,0,0.4265,0,Risque moyen
41,1781.92,9,14,144.94,22.63,1,2024.58,CDI,535,46.3,0,0.6118,1,Risque eleve
21,1644.78,14,20,41.98,31.57,0,3024.03,CDI,613,40.33,0,0.4468,0,Risque moyen
28,1192.63,46,22,7.98,22.48,0,1254.69,CDI,505,11.63,0,0.5797,1,Risque eleve
35,1617.11,19,22,10.28,28.95,0,3291.18,CDI,713,11.78,0,0.3053,0,Faible risque
33,4094.05,1,19,9.65,12.11,0,6692.17,CDD,630,28.23,0,0.3455,0,Faible risque
20,870.52,1,13,84.12,17.76,1,8768.18,CDI,588,47.23,1,0.5269,1,Risque moyen
40,2618.31,10,22,33.58,33.21,0,4039.31,CDI,624,38.44,0,0.4013,0,Risque moyen
46,1401.39,1,19,56.34,21.18,1,4251.45,Indépendant,675,69.37,0,0.4507,0,Risque moyen
24,1698.06,32,17,17.24,15.81,0,1348.44,CDI,572,28.98,0,0.443,0,Risque moyen
40,800.0,6,16,75.41,48.46,0,4254.53,CDI,643,25.37,0,0.4817,0,Risque moyen
26,3284.13,17,16,17.68,80.68,0,1835.07,CDD,593,34.41,0,0.71,1,Risque eleve
31,2707.76,1,8,25.39,22.16,0,4964.47,CDI,755,57.49,0,0.2083,0,Faible risque
37,1805.28,37,9,33.3,11.07,0,5690.58,CDI,709,41.0,0,0.2477,0,Faible risque
37,971.59,6,17,64.47,28.39,0,2237.66,Sans emploi,758,35.7,1,0.519,1,Risque moyen
39,1363.5,3,22,32.66,25.69,0,1161.09,Indépendant,506,55.93,1,0.5934,1,Risque eleve
47,1170.86,28,20,33.96,21.74,2,6670.6,CDI,682,46.16,0,0.5409,1,Risque eleve
25,1170.2,2,9,28.95,11.55,1,1620.14,CDI,604,23.28,0,0.4808,0,Risque moyen
24,2839.52,21,12,62.95,56.74,0,11382.71,CDI,711,37.59,0,0.3574,0,Faible risque
29,2982.39,59,18,40.8,32.27,0,2750.29,Indépendant,638,23.55,0,0.4149,0,Risque moyen
25,1255.09,2,17,71.65,11.44,0,5787.39,CDI,558,40.69,0,0.4298,0,Risque moyen
32,3220.22,4,16,61.06,17.4,0,1631.81,CDI,700,66.87,0,0.2513,0,Faible risque
45,2383.36,5,17,11.02,8.28,1,2941.68,CDI,630,51.49,0,0.4061,0,Risque moyen
42,1739.56,28,20,31.45,24.3,0,3212.03,CDI,730,29.73,0,0.2754,0,Faible risque
20,1874.92,17,18,22.67,23.24,0,3234.43,CDD,674,17.34,0,0.4161,0,Risque moyen
42,3737.98,11,14,50.08,48.95,0,6223.41,CDI,673,37.61,0,0.3564,0,Faible risque
41,2467.62,1,19,18.91,18.5,0,1387.54,Indépendant,516,38.48,0,0.5066,1,Risque moyen
42,1796.7,2,11,12.82,27.06,0,5091.43,CDI,605,17.88,0,0.4004,0,Risque moyen
50,2359.71,3,19,102.51,24.58,0,6093.58,CDI,726,21.56,0,0.2442,0,Faible risque
27,3077.71,22,10,40.31,56.28,1,1126.48,CDI,563,9.71,0,0.6647,1,Risque eleve
19,2990.84,12,15,17.68,66.13,0,1266.22,CDI,556,50.34,0,0.6244,1,Risque eleve
22,1106.81,4,13,74.99,17.54,1,2241.4,CDI,623,63.07,0,0.5004,1,Risque moyen
42,2728.38,4,13,13.57,27.52,0,1481.95,Indépendant,711,43.45,0,0.2895,0,Faible risque
25,2694.7,53,22,27.59,18.82,0,4787.53,Indépendant,562,31.2,0,0.4643,0,Risque moyen
18,1402.57,46,17,75.57,14.05,1,1936.36,CDI,715,64.51,1,0.3884,0,Risque moyen
32,1452.5,25,19,16.35,6.18,0,3575.38,CDI,537,48.75,0,0.4522,0,Risque moyen
18,1757.9,52,15,15.67,52.94,0,3619.19,Indépendant,686,27.98,0,0.467,0,Risque moyen
22,2148.57,54,23,42.51,22.87,0,7721.11,CDI,689,28.06,0,0.3115,0,Faible risque
43,1599.82,2,13,14.72,38.42,0,1851.59,Sans emploi,533,75.56,1,0.7992,1,Risque eleve
22,2030.05,17,16,18.1,45.83,0,2887.46,CDD,641,60.5,0,0.5609,1,Risque eleve
45,2916.4,56,23,73.26,40.58,0,3756.46,Sans emploi,850,30.89,0,0.4162,0,Risque moyen
18,5408.9,2,10,7.6,37.39,0,6477.49,CDI,683,7.57,0,0.2493,0,Faible risque
50,1663.4,16,19,30.76,51.27,0,5436.63,Indépendant,734,23.32,0,0.37,0,Faible risque
22,800.0,110,26,95.04,39.15,2,6331.82,CDD,444,42.9,1,0.917,1,Risque eleve
39,1572.69,19,12,35.3,31.06,0,1414.76,CDI,751,21.74,0,0.2729,0,Faible risque
25,2194.39,38,18,189.15,6.17,1,1637.06,Indépendant,514,70.47,0,0.6138,1,Risque eleve
39,2334.62,5,15,45.27,2.93,0,3248.66,Indépendant,479,67.22,0,0.4992,0,Risque moyen
42,1983.04,16,15,66.11,51.71,0,6686.68,CDI,579,27.45,0,0.5408,1,Risque eleve
24,1121.01,53,22,120.22,5.93,0,11712.93,CDI,606,5.66,0,0.3565,0,Faible risque
39,2736.59,15,20,17.9,10.05,0,3834.05,CDI,615,51.2,0,0.3264,0,Faible risque
39,1343.96,53,16,87.6,12.46,0,4563.34,CDI,570,69.15,1,0.4562,0,Risque moyen
36,1376.52,51,10,105.44,37.33,1,3383.12,CDI,658,53.86,0,0.5441,1,Risque eleve
40,800.0,4,17,41.53,24.02,0,4395.99,Indépendant,650,47.75,0,0.3987,0,Risque moyen
18,1102.95,2,15,68.25,21.73,0,2817.33,CDI,627,49.55,0,0.399,0,Risque moyen
55,800.0,21,16,25.73,37.39,0,5415.99,CDI,603,29.33,0,0.491,0,Risque moyen
30,1815.61,47,25,166.05,6.98,0,1764.89,CDI,697,43.64,0,0.2765,0,Faible risque
